Driver,LapNumber,LapTime,Stint,TyreLife,Sector1Time,Sector2Time,Sector3Time,SpeedFL,SpeedST,AirTemp,TrackTemp,Humidity,WindSpeed,Team_ALFA ROMEO,Team_ALPHATAURI,Team_ALPINE,Team_ASTON MARTIN,Team_FERRARI,Team_HAAS F1 TEAM,Team_MCLAREN,Team_MERCEDES,Team_RED BULL RACING,Team_WILLIAMS,Compound_HARD,Compound_MEDIUM,Compound_SOFT,FreshTyre_FALSE,FreshTyre_TRUE,TrackStatus_1,TrackStatus_12,TrackStatus_126,TrackStatus_21,TrackStatus_2671,TrackStatus_671,Rainfall_FALSE,IsPersonalBest_FALSE,IsPersonalBest_TRUE
4,-1.6556556446953206,2.3297214635437054,-1.3812162141824724,-1.4840178722515964,-0.18152168480631803,2.41022679227049,1.830354470673505,-0.2518714350253829,-2.1306908839921417,1.6781422919534423,1.7610019590425439,2.430961030132826,-0.029566242988361767,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False
4,-1.5941081920824396,0.6006051498989958,-1.3812162141824724,-1.3155881099767932,0.7697481225166942,1.1737505039647562,1.0272530610634714,-0.6141405065342891,-0.3063950257760912,1.6781422919534423,1.62456536751799,2.430961030132826,-1.762476595917336,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True
4,-1.5325607394695586,0.7005470246567779,-1.3812162141824724,-1.1471583477019898,0.9198212218908106,1.3730159241418354,1.0229468872854037,1.5594739225191478,-1.5071973628296942,1.6781422919534423,1.7610019590425439,2.430961030132826,0.4036613452438818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.4710132868566774,0.8229148810675291,-1.3812162141824724,-0.9787285854271865,0.2275485376811864,1.9350818334689208,1.298542009081876,0.8349357795013356,0.8944073112775118,1.3716256510235767,1.62456536751799,2.430961030132826,1.2701165217083694,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.4094658342437965,0.7858632592061034,-1.3812162141824724,-0.8102988231523832,0.6898705051078887,1.5228085503439222,1.369593876420024,1.1972048510102418,-0.21402561523350636,1.3716256510235767,1.4881287759934312,2.430961030132826,1.7033441099406126,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.3479183816309155,0.9282194905684096,-1.3812162141824724,-0.6418690608775799,0.3703600354726842,1.9928000931064234,1.5461470013208904,0.8349357795013356,1.0791461323626814,1.065109010093722,1.4881287759934312,2.430961030132826,0.4036613452438818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.2863709290180345,0.9399200027351748,-1.3812162141824724,-0.4734392986027766,0.4453965851597381,1.9323333449147606,1.625811216215181,1.1972048510102418,0.6172990796497573,1.065109010093722,1.3516921844688725,-0.27438062259938295,0.4036613452438818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.2248234764051535,0.9589333350061685,-1.3812162141824724,-0.3050095363279733,0.8544668076472426,1.6368708253418374,1.8088236017831525,1.1972048510102418,0.3401908480220027,1.065109010093722,1.3516921844688725,-0.27438062259938295,1.7033441099406126,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.1632760237922724,2.3297214635437054,-1.3812162141824724,-0.13657977405316998,1.0239041779083393,1.9982970702147538,2.340636063374782,-0.2518714350253829,0.15545202693683305,1.3716256510235767,1.2152555929443185,-0.27438062259938295,0.4036613452438818,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,False
4,-1.1017285711793914,2.3297214635437054,-0.3797157977133944,-1.4840178722515964,2.4374959526580366,-0.5825336821477634,-0.5531127154881763,-1.3386786495521015,-2.1306908839921417,1.065109010093722,1.2152555929443185,-0.27438062259938295,1.2701165217083694,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False
